DATE FREQUENCY_TX FREQUENCY_RX MOD_I PHASE_I MOD_Q PHASE_Q MOD PHASE
2023/02/22-12:37:44.088359 1900000000 1900000000 647 -1.247 1466 -1.237 1602 1.155
2023/02/22-12:37:44.109590 1900000000 1900000000 649 -3.032 1465 -3.023 1602 1.154
2023/02/22-12:37:44.128471 1900000000 1900000000 651 0.889 1463 0.899 1601 1.152
2023/02/22-12:37:44.150895 1900000000 1900000000 649 -0.682 1465 -0.672 1602 1.154
2023/02/22-12:37:44.177946 1900000000 1900000000 649 2.951 1464 2.960 1602 1.154
2023/02/22-12:37:44.193707 1900000000 1900000000 645 1.194 1467 1.204 1602 1.156
2023/02/22-12:37:44.216832 1900000000 1900000000 646 -0.367 1467 -0.357 1603 1.156
2023/02/22-12:37:44.237795 1900000000 1900000000 647 0.858 1465 0.868 1602 1.155
2023/02/22-12:37:44.257490 1900000000 1900000000 647 -0.047 1465 -0.037 1602 1.155
2023/02/22-12:37:44.284947 1900000000 1900000000 648 -0.078 1465 -0.068 1602 1.154
2023/02/22-12:37:44.298225 1900000000 1900000000 646 2.182 1467 2.191 1603 1.156
2023/02/22-12:37:44.319529 1900000000 1900000000 649 -2.085 1464 -2.076 1602 1.154
2023/02/22-12:37:44.338118 1900000000 1900000000 647 2.593 1466 2.602 1602 1.155
2023/02/22-12:37:44.359501 1900000000 1900000000 648 2.818 1466 2.828 1603 1.154
2023/02/22-12:37:44.378702 1900000000 1900000000 649 -0.894 1464 -0.885 1601 1.154
2023/02/22-12:37:44.402190 1900000000 1900000000 647 2.252 1467 2.261 1603 1.155
2023/02/22-12:37:44.425010 1900000000 1900000000 646 -3.007 1466 -2.998 1602 1.155
2023/02/22-12:37:44.447805 1900000000 1900000000 651 1.652 1464 1.661 1602 1.152
2023/02/22-12:37:44.474054 1900000000 1900000000 648 -1.586 1465 -1.576 1602 1.154
2023/02/22-12:37:44.490610 1900000000 1900000000 649 -0.547 1465 -0.537 1602 1.154
2023/02/22-12:37:44.516428 1900000000 1900000000 648 -0.608 1465 -0.599 1601 1.155
2023/02/22-12:37:44.534696 1900000000 1900000000 649 -0.201 1466 -0.192 1603 1.154
2023/02/22-12:37:44.558212 1900000000 1900000000 649 1.275 1465 1.284 1603 1.154
2023/02/22-12:37:44.580322 1900000000 1900000000 653 -1.121 1462 -1.112 1601 1.151
2023/02/22-12:37:44.603878 1900000000 1900000000 650 -2.425 1463 -2.416 1601 1.152
2023/02/22-12:37:44.621832 1900000000 1900000000 656 0.723 1460 0.733 1601 1.149
2023/02/22-12:37:44.645731 1900000000 1900000000 648 -0.347 1464 -0.337 1602 1.154
2023/02/22-12:37:44.672483 1900000000 1900000000 652 1.778 1461 1.787 1600 1.151
2023/02/22-12:37:44.688416 1900000000 1900000000 651 -0.326 1462 -0.317 1600 1.152
2023/02/22-12:37:44.717419 1900000000 1900000000 650 -1.723 1464 -1.714 1601 1.153
2023/02/22-12:37:44.729597 1900000000 1900000000 650 -0.110 1464 -0.100 1602 1.153
2023/02/22-12:37:44.759978 1900000000 1900000000 647 1.482 1465 1.492 1601 1.155
2023/02/22-12:37:44.779178 1900000000 1900000000 650 -1.175 1463 -1.166 1601 1.153
2023/02/22-12:37:44.802362 1900000000 1900000000 651 -0.710 1463 -0.701 1602 1.152
2023/02/22-12:37:44.823335 1900000000 1900000000 650 -2.711 1463 -2.702 1601 1.153
2023/02/22-12:37:44.845584 1900000000 1900000000 649 -2.222 1465 -2.213 1602 1.153
2023/02/22-12:37:44.864130 1900000000 1900000000 649 1.612 1465 1.621 1603 1.154
2023/02/22-12:37:44.883167 1900000000 1900000000 647 1.450 1466 1.460 1602 1.155
2023/02/22-12:37:44.911485 1900000000 1900000000 648 -1.727 1465 -1.718 1602 1.154
2023/02/22-12:37:44.925015 1900000000 1900000000 649 0.327 1464 0.336 1601 1.153
2023/02/22-12:37:44.948209 1900000000 1900000000 649 2.195 1465 2.204 1602 1.154
2023/02/22-12:37:44.973592 1900000000 1900000000 649 2.132 1464 2.141 1601 1.153
2023/02/22-12:37:44.993431 1900000000 1900000000 648 0.216 1465 0.225 1601 1.154
2023/02/22-12:37:45.015450 1900000000 1900000000 650 -1.807 1462 -1.798 1600 1.152
2023/02/22-12:37:45.042626 1900000000 1900000000 652 1.930 1463 1.940 1601 1.152
2023/02/22-12:37:45.059716 1900000000 1900000000 653 -0.608 1460 -0.598 1600 1.151
2023/02/22-12:37:45.093047 1900000000 1900000000 649 -1.874 1463 -1.865 1601 1.153
2023/02/22-12:37:45.109763 1900000000 1900000000 648 0.945 1464 0.955 1601 1.154
2023/02/22-12:37:45.130369 1900000000 1900000000 651 -1.450 1462 -1.441 1600 1.152
2023/02/22-12:37:45.152513 1900000000 1900000000 651 -1.434 1462 -1.425 1600 1.152
2023/02/22-12:37:45.179772 1900000000 1900000000 652 0.156 1462 0.166 1601 1.151
2023/02/22-12:37:45.199984 1900000000 1900000000 651 -0.007 1462 0.002 1600 1.152
2023/02/22-12:37:45.220701 1900000000 1900000000 652 -2.871 1462 -2.862 1601 1.151
2023/02/22-12:37:45.242312 1900000000 1900000000 652 0.865 1461 0.875 1600 1.151
2023/02/22-12:37:45.269994 1900000000 1900000000 653 0.875 1460 0.885 1599 1.150
2023/02/22-12:37:45.288812 1900000000 1900000000 651 -1.634 1464 -1.625 1602 1.153
2023/02/22-12:37:45.320348 1900000000 1900000000 651 0.046 1463 0.056 1602 1.152
2023/02/22-12:37:45.341204 1900000000 1900000000 650 -0.107 1465 -0.097 1603 1.153
2023/02/22-12:37:45.361661 1900000000 1900000000 651 2.310 1464 2.320 1603 1.153
2023/02/22-12:37:45.389169 1900000000 1900000000 652 1.926 1465 1.936 1603 1.152
2023/02/22-12:37:45.411418 1900000000 1900000000 647 1.648 1469 1.657 1605 1.156
2023/02/22-12:37:45.436785 1900000000 1900000000 649 0.181 1467 0.191 1604 1.154
2023/02/22-12:37:45.455508 1900000000 1900000000 647 -1.357 1468 -1.348 1604 1.155
2023/02/22-12:37:45.472627 1900000000 1900000000 645 1.561 1467 1.570 1603 1.156
2023/02/22-12:37:45.501770 1900000000 1900000000 650 -0.700 1463 -0.691 1601 1.153
2023/02/22-12:37:45.523109 1900000000 1900000000 646 -1.812 1463 -1.802 1599 1.155
2023/02/22-12:37:45.543952 1900000000 1900000000 643 -0.072 1465 -0.063 1600 1.157
2023/02/22-12:37:45.566510 1900000000 1900000000 645 -2.047 1461 -2.038 1597 1.155
2023/02/22-12:37:45.589429 1900000000 1900000000 647 -2.391 1457 -2.382 1594 1.153
2023/02/22-12:37:45.607447 1900000000 1900000000 651 1.919 1451 1.928 1591 1.149
2023/02/22-12:37:45.635197 1900000000 1900000000 646 1.232 1451 1.242 1588 1.152
2023/02/22-12:37:45.656420 1900000000 1900000000 648 1.105 1446 1.114 1584 1.149
2023/02/22-12:37:45.682369 1900000000 1900000000 649 -1.532 1441 -1.523 1581 1.148
2023/02/22-12:37:45.698414 1900000000 1900000000 649 -0.351 1439 -0.341 1578 1.147
2023/02/22-12:37:45.716432 1900000000 1900000000 650 0.167 1437 0.177 1577 1.146
2023/02/22-12:37:45.759459 1900000000 1900000000 652 -2.797 1430 -2.787 1572 1.143
2023/02/22-12:37:45.781446 1900000000 1900000000 652 0.966 1428 0.975 1570 1.143
2023/02/22-12:37:45.807131 1900000000 1900000000 652 2.517 1424 2.526 1566 1.142
2023/02/22-12:37:45.837463 1900000000 1900000000 655 -1.598 1420 -1.588 1563 1.139
2023/02/22-12:37:45.852346 1900000000 1900000000 655 0.405 1419 0.415 1563 1.138
2023/02/22-12:37:45.877614 1900000000 1900000000 654 -2.000 1418 -1.990 1562 1.139
2023/02/22-12:37:45.902804 1900000000 1900000000 649 0.905 1420 0.915 1562 1.142
2023/02/22-12:37:45.920250 1900000000 1900000000 650 2.486 1421 2.496 1563 1.142
2023/02/22-12:37:45.939745 1900000000 1900000000 651 0.818 1419 0.828 1561 1.141
2023/02/22-12:37:45.966027 1900000000 1900000000 651 -0.738 1420 -0.728 1562 1.141
2023/02/22-12:37:45.996280 1900000000 1900000000 648 -0.406 1422 -0.396 1563 1.143
2023/02/22-12:37:46.013413 1900000000 1900000000 644 -0.067 1425 -0.056 1564 1.146
2023/02/22-12:37:46.040423 1900000000 1900000000 645 -1.832 1424 -1.823 1563 1.146
2023/02/22-12:37:46.063047 1900000000 1900000000 642 -2.391 1425 -2.381 1564 1.147
2023/02/22-12:37:46.080129 1900000000 1900000000 645 2.268 1425 2.278 1564 1.146
2023/02/22-12:37:46.108394 1900000000 1900000000 641 -0.378 1428 -0.368 1565 1.149
2023/02/22-12:37:46.128694 1900000000 1900000000 643 -2.899 1428 -2.889 1566 1.148
2023/02/22-12:37:46.151744 1900000000 1900000000 638 1.754 1431 1.764 1567 1.151
