DATE FREQUENCY_TX FREQUENCY_RX MOD_I PHASE_I MOD_Q PHASE_Q MOD PHASE
2023/02/24-15:35:37.634530 1900000000 1900000000 1404 2.258 168 -0.890 1414 0.119
2023/02/24-15:35:37.658889 1900000000 1900000000 1405 -2.100 169 1.034 1416 0.120
2023/02/24-15:35:37.683219 1900000000 1900000000 1403 -2.078 173 1.056 1413 0.123
2023/02/24-15:35:37.704293 1900000000 1900000000 1404 -1.648 169 1.485 1414 0.120
2023/02/24-15:35:37.725209 1900000000 1900000000 1403 -3.139 170 -0.006 1413 0.121
2023/02/24-15:35:37.747817 1900000000 1900000000 1405 -0.896 169 2.238 1415 0.120
2023/02/24-15:35:37.769401 1900000000 1900000000 1404 0.225 170 -2.924 1415 0.121
2023/02/24-15:35:37.789518 1900000000 1900000000 1402 1.337 172 -1.812 1412 0.122
2023/02/24-15:35:37.811685 1900000000 1900000000 1403 1.115 172 -2.034 1413 0.122
2023/02/24-15:35:37.831908 1900000000 1900000000 1402 -3.075 173 0.061 1412 0.123
2023/02/24-15:35:37.847724 1900000000 1900000000 1402 2.340 173 -0.808 1413 0.123
2023/02/24-15:35:37.872003 1900000000 1900000000 1401 0.740 173 -2.409 1412 0.123
2023/02/24-15:35:37.894966 1900000000 1900000000 1401 1.260 174 -1.891 1412 0.123
2023/02/24-15:35:37.915483 1900000000 1900000000 1401 -2.490 174 0.644 1412 0.124
2023/02/24-15:35:37.934905 1900000000 1900000000 1402 -0.352 173 2.782 1413 0.123
2023/02/24-15:35:37.957548 1900000000 1900000000 1401 2.953 175 -0.196 1412 0.124
2023/02/24-15:35:37.975020 1900000000 1900000000 1401 1.385 173 -1.763 1412 0.123
2023/02/24-15:35:37.992540 1900000000 1900000000 1400 -0.494 176 2.641 1411 0.125
2023/02/24-15:35:38.011540 1900000000 1900000000 1401 -2.009 175 1.126 1412 0.124
2023/02/24-15:35:38.030688 1900000000 1900000000 1401 1.559 175 -1.591 1411 0.125
2023/02/24-15:35:38.051053 1900000000 1900000000 1400 0.095 175 -3.055 1411 0.124
2023/02/24-15:35:38.073244 1900000000 1900000000 1400 -1.468 176 1.665 1411 0.125
2023/02/24-15:35:38.089386 1900000000 1900000000 1401 1.283 173 -1.866 1412 0.123
2023/02/24-15:35:38.111897 1900000000 1900000000 1401 0.260 175 -2.889 1412 0.124
2023/02/24-15:35:38.138705 1900000000 1900000000 1398 0.655 180 -2.493 1409 0.128
2023/02/24-15:35:38.157177 1900000000 1900000000 1400 -1.475 176 1.659 1412 0.125
2023/02/24-15:35:38.178950 1900000000 1900000000 1401 1.134 174 -2.015 1412 0.124
2023/02/24-15:35:38.200751 1900000000 1900000000 1401 2.123 176 -1.026 1412 0.125
2023/02/24-15:35:38.216444 1900000000 1900000000 1402 -0.369 173 2.766 1412 0.123
2023/02/24-15:35:38.237559 1900000000 1900000000 1402 0.531 172 -2.618 1413 0.122
2023/02/24-15:35:38.257253 1900000000 1900000000 1401 -2.696 174 0.438 1412 0.124
2023/02/24-15:35:38.290974 1900000000 1900000000 1400 0.200 176 -2.949 1411 0.125
2023/02/24-15:35:38.320177 1900000000 1900000000 1402 -2.989 173 0.145 1413 0.123
